Month,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Date/Time Event Began,Date/Time Restoration
January,Colorado,WECC,Transmission Interruption,0,0,2022,2022-01-28 15:41:00,2022-01-28 21:30:00
January,Connecticut,NPCC,Severe Weather,120,12000,2022,2022-01-29 08:45:00,2022-01-30 01:00:00
January,Nebraska,MRO,System Operations,0,0,2022,2022-01-30 20:41:00,2022-01-31 00:42:00
January,West Virginia,RF,Suspicious Activity,0,0,2022,2022-01-31 19:58:00,2022-01-31 20:10:00
February,California,WECC,System Operations,10,8124,2022,2022-02-01 12:13:00,2022-02-01 12:25:00
February,Tennessee,SERC,Severe Weather/Transmission Interruption,Unknown,255000,2022,2022-02-03 10:00:00,2022-02-07 20:00:00
February,Ohio,RF,Severe Weather/Transmission Interruption,Unknown,51000,2022,2022-02-03 12:56:00,2022-02-04 20:30:00
February,Ohio,RF,Severe Weather/Transmission Interruption,Unknown,51000,2022,2022-02-03 12:56:00,
February,Texas,TRE,Transmission Interruption,Unknown,Unknown,2022,2022-02-04 18:21:00,2022-02-04 22:00:00
February,New York,NPCC,Severe Weather/Transmission Interruption,Unknown,67404,2022,2022-02-04 13:10:00,
February,New York,NPCC,Vandalism,0,0,2022,2022-02-09 07:00:00,2022-02-09 09:00:00
February,California,WECC,Vandalism,Unknown,Unknown,2022,2022-02-12 16:29:00,2022-02-12 16:30:00
February,Rhode Island,NPCC,Suspicious Activity,0,0,2022,2022-02-17 10:30:00,2022-02-17 10:31:00
February,Louisiana,SERC,System Operations,80,0,2022,2022-02-17 00:09:00,2022-02-17 07:36:00
February,Connecticut,NPCC,Severe Weather,7,7047,2022,2022-02-18 07:10:00,2022-02-18 16:25:00
February,Texas,TRE,Suspicious Activity,0,0,2022,2022-02-22 11:10:00,2022-02-22 12:15:00
February,Texas,TRE,Transmission Interruption,3,1405,2022,2022-02-24 10:25:00,2022-02-24 10:31:00
February,California,WECC,System Operations,246,0,2022,2022-02-24 01:09:00,2022-02-24 02:59:00
February,Texas,TRE,System Operations,0,0,2022,2022-02-25 09:31:00,2022-02-25 13:09:00
February,Washington,WECC,Actual Physical Attack,0,0,2022,2022-02-26 11:15:00,2022-02-26 17:00:00
February,Texas,TRE,Vandalism,0,0,2022,2022-02-28 09:25:00,2022-02-28 09:26:00
March,Indiana,RF,System Operations,0,0,2022,2022-03-01 13:43:00,2022-03-01 13:47:00
March,North Carolina,SERC,System Operations,0,0,2022,2022-03-02 09:26:00,2022-03-02 10:05:00
March,Illinois,SERC/RF,System Operations,0,0,2022,2022-03-05 22:58:00,2022-03-06 19:38:00
March,Texas,TRE,Cyber Event,0,0,2022,2022-03-06 02:30:00,2022-03-06 17:00:00
March,Georgia,TRE,System Operations,48,5855,2022,2022-03-08 13:50:00,2022-03-08 14:39:00
March,Nebraska,MRO,Transmission Interruption,0,0,2022,2022-03-10 08:51:00,2022-03-10 15:15:00
March,Texas,TRE,Suspicious Activity,0,0,2022,2022-03-11 06:35:00,2022-03-11 07:00:00
March,Alabama,SERC,Severe Weather,139,19380,2022,2022-03-12 08:33:00,
March,Minnesota,MRO,Vandalism,0,0,2022,2022-03-13 22:15:00,2022-03-13 22:38:00
March,Texas,TRE,Vandalism,0,0,2022,2022-03-14 09:30:00,2022-03-14 10:45:00
March,New Jersey,RF,Suspicious Activity,Unknown,Unknown,2022,2022-03-14 15:45:00,
March,California,WECC,Vandalism,10,3958,2022,2022-03-15 18:53:00,2022-03-15 20:33:00
March,Maine,NPCC,System Operations,0,0,2022,2022-03-15 11:11:00,2022-03-15 11:47:00
March,California,WECC,Vandalism,0,0,2022,2022-03-16 11:28:00,2022-03-16 11:29:00
March,North Carolina,SERC,Actual Physical Attack/Vandalism,0,0,2022,2022-03-17 12:59:00,
March,Florida,SERC,Transmission Interruption,78,20423,2022,2022-03-18 16:32:00,
March,Minnesota,MRO,System Operations,0,0,2022,2022-03-20 17:52:00,2022-03-20 22:20:00
March,Texas,TRE,Severe Weather,Unknown,170000,2022,2022-03-21 19:00:00,2022-03-24 00:00:00
March,Maryland,RF,Suspicious Activity,0,0,2022,2022-03-22 21:04:00,2022-03-22 21:08:00
March,South Dakota,MRO,Transmission Interruption,0,0,2022,2022-03-22 00:06:00,2022-03-22 04:29:00
March,Maine,NPCC,System Operations,0,0,2022,2022-03-25 20:46:00,2022-03-25 22:48:00
March,California,WECC,Vandalism,0,0,2022,2022-03-29 11:45:00,
March,Vermont,NPCC,Vandalism,0,0,2022,2022-03-29 16:34:00,2022-03-30 15:25:00
March,Louisiana,SERC,Severe Weather,Unknown,66448,2022,2022-03-30 15:45:00,
March,Michigan,RF,Severe Weather,60,70000,2022,2022-03-31 08:59:00,2022-04-01 19:30:00
March,Montana,WECC/SERC,Cyber Event,0,0,2022,2022-03-31 22:43:00,
March,Georgia,SERC,Severe Weather,157,22000,2022,2022-03-31 00:04:00,2022-03-31 09:20:00
April,Missouri,SERC/RF,System Operations,73,16299,2022,2022-04-05 04:40:00,2022-04-05 17:21:00
April,Arkansas,SERC,System Operations,5,Unknown,2022,2022-04-10 15:41:00,2022-04-10 15:50:00
April,Arkansas,SERC,System Operations,5,Unknown,2022,2022-04-10 15:41:00,2022-04-10 15:50:00
April,Oregon,WECC,Severe Weather,3140,73717,2022,2022-04-11 09:15:00,2022-04-13 08:00:00
April,California,WECC,Actual Physical Attack,2,1337,2022,2022-04-11 21:37:00,2022-04-11 22:14:00
April,Maryland,RF,Suspicious Activity,0,0,2022,2022-04-11 20:33:00,2022-04-11 20:40:00
April,Maryland,RF,Suspicious Activity,0,0,2022,2022-04-11 20:33:00,2022-04-11 20:40:00
April,Arkansas,SERC,Actual Physical Attack,0,0,2022,2022-04-12 17:42:00,2022-04-12 18:38:00
April,Louisiana,SERC,System Operations,7,2429,2022,2022-04-13 22:04:00,2022-04-14 00:02:00
April,California,WECC,Transmission Interruption,164,262268,2022,2022-04-14 05:59:00,2022-04-14 06:13:00
April,Missouri,SERC/RF,Generation Inadequacy,0,0,2022,2022-04-16 12:17:00,
April,Iowa,SERC/MRO,System Operations,0,0,2022,2022-04-16 11:08:00,
April,Washington,WECC,Suspicious Activity,0,0,2022,2022-04-16 10:45:00,
April,California,WECC,System Operations,9290,Unknown,2022,2022-04-16 17:44:00,
April,California,WECC,System Operations,0,0,2022,2022-04-16 05:30:00,2022-04-16 11:38:00
April,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-04-16 22:55:00,2022-04-16 22:57:00
April,New York,NPCC,Severe Weather,Unknown,97000,2022,2022-04-19 06:00:00,
April,Connecticut,NPCC,Severe Weather,Unknown,67754,2022,2022-04-19 08:41:00,2022-04-19 12:10:00
April,New York,NPCC,Severe Weather,Unknown,84033,2022,2022-04-19 04:07:00,
April,North Dakota,MRO,Severe Weather,1000,Unknown,2022,2022-04-22 23:00:00,2022-04-24 16:00:00
April,North Dakota,WECC/MRO,Severe Weather,Unknown,Unknown,2022,2022-04-22 23:16:00,2022-04-24 16:00:00
April,North Dakota,MRO,Severe Weather,480,18430,2022,2022-04-23 15:38:00,2022-04-24 04:00:00
April,Iowa,SERC/MRO,Severe Weather,43,22400,2022,2022-04-23 19:42:00,2022-04-24 16:17:00
April,Minnesota,MRO,Vandalism,17,0,2022,2022-04-26 14:27:00,
April,California,WECC,Vandalism,0,0,2022,2022-04-26 08:54:00,2022-04-26 08:55:00
April,Ohio,RF,Suspicious Activity,Unknown,Unknown,2022,2022-04-27 09:00:00,2022-04-27 09:01:00
April,North Carolina,SERC,System Operations,74,Unknown,2022,2022-04-28 07:56:00,2022-04-28 08:48:00
April,New Mexico,WECC,Suspicious Activity,0,0,2022,2022-04-28 15:45:00,
April,California,WECC,Vandalism,0,0,2022,2022-04-29 07:05:00,2022-04-29 07:06:00
May,California,WECC,Vandalism,Unknown,0,2022,2022-05-02 14:24:00,2022-05-02 14:25:00
May,New Hampshire,NPCC,Vandalism,0,0,2022,2022-05-03 06:42:00,2022-05-03 13:59:00
May,Louisiana,SERC,Actual Physical Attack,0,0,2022,2022-05-03 00:17:00,2022-05-04 12:00:00
May,Michigan,RF,System Operations,Unknown,0,2022,2022-05-04 14:07:00,2022-05-05 01:57:00
May,Arkansas,SERC,Transmission Interruption,Unknown,0,2022,2022-05-05 13:06:00,2022-05-05 14:06:00
May,Michigan,RF,Fuel Supply Deficiency,0,0,2022,2022-05-06 03:02:00,2022-05-06 03:34:00
May,Texas,TRE,Vandalism,0,0,2022,2022-05-09 16:25:00,2022-05-09 17:10:00
May,Texas,TRE,Vandalism,0,0,2022,2022-05-09 16:25:00,2022-05-09 17:10:00
May,Minnesota,MRO,Severe Weather,Unknown,105000,2022,2022-05-11 18:00:00,2022-05-11 22:42:00
May,Iowa,MRO,Vandalism,0,0,2022,2022-05-11 10:00:00,2022-05-11 10:01:00
May,South Dakota,MRO,Transmission Interruption,Unknown,Unknown,2022,2022-05-12 16:50:00,2022-05-13 02:48:00
May,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022,2022-05-12 14:58:00,2022-05-12 14:59:00
May,Mississippi,SERC,Actual Physical Attack/Vandalism,0,0,2022,2022-05-12 14:58:00,2022-05-12 14:59:00
May,Texas,TRE,Suspicious Activity,0,0,2022,2022-05-12 01:00:00,2022-05-12 01:10:00
May,Missouri,SERC,Transmission Interruption,800,0,2022,2022-05-12 10:44:00,2022-05-12 13:34:00
May,Texas,TRE,System Operations,0,0,2022,2022-05-14 15:05:00,2022-05-14 16:30:00
May,Texas,TRE,Severe Weather,Unknown,150000,2022,2022-05-15 23:30:00,2022-05-17 23:45:00
May,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-05-15 21:00:00,2022-05-15 21:10:00
May,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-05-15 21:00:00,2022-05-15 21:10:00
May,California,WECC,Vandalism,0,0,2022,2022-05-16 05:00:00,2022-05-16 05:01:00
May,Arizona,WECC,System Operations,0,0,2022,2022-05-16 16:03:00,2022-05-16 19:32:00
May,New Mexico,WECC,Transmission Interruption,25,Unknown,2022,2022-05-17 12:10:00,
May,New Mexico,WECC,Fuel Supply Deficiency,560,0,2022,2022-05-18 17:00:00,2022-05-31 12:00:00
May,Idaho,WECC,Vandalism,0,0,2022,2022-05-18 11:00:00,2022-05-18 16:34:00
May,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-05-18 15:30:00,2022-05-18 16:30:00
May,New York,NPCC,Transmission Interruption,0,0,2022,2022-05-20 17:26:00,2022-05-20 17:33:00
May,New York,NPCC,Suspicious Activity,0,0,2022,2022-05-20 08:48:00,
May,Missouri,SERC,Actual Physical Attack,0,0,2022,2022-05-21 21:53:00,2022-05-22 00:28:00
May,Texas,TRE,Severe Weather,Unknown,52172,2022,2022-05-22 02:30:00,2022-05-22 18:52:00
May,Maine,NPCC,System Operations,0,0,2022,2022-05-22 22:40:00,2022-05-22 23:16:00
May,California,WECC,Actual Physical Attack,0,0,2022,2022-05-25 06:42:00,2022-05-25 06:43:00
May,Arizona,WECC,System Operations,0,0,2022,2022-05-27 07:56:00,2022-05-27 08:38:00
May,Ohio,RF,Suspicious Activity,0,0,2022,2022-05-27 05:19:00,2022-05-27 06:00:00
May,Pennsylvania,RF,Transmission Interruption,0,0,2022,2022-05-29 16:41:00,2022-05-31 11:29:00
May,Pennsylvania,RF,System Operations,0,0,2022,2022-05-29 01:18:00,2022-05-29 01:50:00
May,California,WECC,System Operations,0,0,2022,2022-05-30 14:10:00,2022-05-31 05:58:00
May,Texas,TRE,Vandalism,0,0,2022,2022-05-31 13:58:00,2022-05-31 13:59:00
June,Utah,WECC,Vandalism,0,0,2022,2022-06-01 10:47:00,2022-06-01 10:48:00
June,California,WECC,Vandalism,0,0,2022,2022-06-02 08:20:00,
June,Georgia,SERC,Vandalism,0,0,2022,2022-06-03 03:48:00,2022-06-03 03:49:00
June,Texas,TRE,Generation Inadequacy,0,0,2022,2022-06-04 12:59:00,2022-06-05 02:15:00
June,California,WECC,Generation Inadequacy,Unknown,Unknown,2022,2022-06-05 15:20:00,2022-06-05 20:12:00
June,California,WECC,System Operations,13,4000,2022,2022-06-06 10:21:00,2022-06-06 10:24:00
June,Missouri,SERC/MRO,Severe Weather/Transmission Interruption,Unknown,91188,2022,2022-06-08 01:00:00,2022-06-08 06:00:00
June,Kansas,SERC/MRO,Severe Weather,Unknown,62000,2022,2022-06-08 00:00:00,2022-06-08 04:00:00
June,Missouri,SERC,Severe Weather/Distribution Interruption,Unknown,60000,2022,2022-06-08 01:00:00,2022-06-08 04:00:00
June,Texas,TRE,Suspicious Activity,0,0,2022,2022-06-09 02:33:00,2022-06-09 06:49:00
June,Oregon,WECC,Vandalism,0,0,2022,2022-06-09 07:00:00,2022-06-09 07:05:00
June,Texas,TRE,Actual Physical Attack/Vandalism,0,0,2022,2022-06-10 12:08:00,2022-06-10 21:30:00
June,California,WECC,System Operations,100,39094,2022,2022-06-10 20:27:00,2022-06-10 21:30:00
June,California,WECC,System Operations,100,Unknown,2022,2022-06-10 20:20:00,2022-06-10 20:28:00
June,California,WECC,System Operations,13437,445,2022,2022-06-10 08:45:00,
June,Ohio,SERC/RF,Severe Weather/Transmission Interruption,14000,100000,2022,2022-06-12 23:30:00,2022-06-13 23:30:00
June,Ohio,SERC/RF,Severe Weather/Transmission Interruption,Unknown,162551,2022,2022-06-13 18:00:00,2022-06-14 18:15:00
June,Michigan,RF,System Operations,0,0,2022,2022-06-13 23:54:00,2022-06-14 00:45:00
June,Ohio,RF,System Operations,373,Unknown,2022,2022-06-14 13:46:00,
June,Washington,WECC,Actual Physical Attack/Vandalism,0,0,2022,2022-06-14 00:00:00,2022-06-14 06:00:00
June,Wisconsin,RF/MRO,Severe Weather,90,57000,2022,2022-06-15 21:00:00,
June,Michigan,RF,System Operations,0,0,2022,2022-06-15 10:45:00,2022-06-15 13:45:00
June,North Carolina,SERC,Severe Weather,Unknown,77908,2022,2022-06-16 16:31:00,2022-06-16 20:07:00
June,Washington,WECC,Suspicious Activity,35,7500,2022,2022-06-16 03:51:00,2022-06-16 06:30:00
June,North Carolina,SERC,Severe Weather,Unknown,44000,2022,2022-06-17 18:45:00,2022-06-18 13:32:00
June,West Virginia,SERC/RF,Severe Weather,Unknown,150000,2022,2022-06-17 17:30:00,2022-06-19 21:15:00
June,North Carolina,SERC,Severe Weather,Unknown,91056,2022,2022-06-17 17:37:00,2022-06-18 00:54:00
June,Illinois,SERC/RF,Severe Weather,Unknown,80000,2022,2022-06-17 06:02:00,
June,Minnesota,MRO,System Operations,0,15604,2022,2022-06-20 12:54:00,2022-06-20 14:23:00
June,Virginia,SERC/RF,Severe Weather/Distribution Interruption,Unknown,100000,2022,2022-06-22 16:56:00,2022-06-23 02:00:00
June,New Jersey,NPCC,Suspicious Activity,0,0,2022,2022-06-23 12:41:00,2022-06-23 13:41:00
June,California,WECC,Fuel Supply Deficiency,0,0,2022,2022-06-23 10:55:00,
June,Louisiana,SERC,Fuel Supply Deficiency,Unknown,Unknown,2022,2022-06-24 23:09:00,2022-06-25 00:00:00
June,Nevada,WECC,Vandalism,0,0,2022,2022-06-26 17:05:00,2022-06-26 22:42:00
June,Michigan,RF/MRO,System Operations,0,0,2022,2022-06-27 17:07:00,2022-06-28 01:42:00
June,Texas,TRE,Severe Weather,14,2491,2022,2022-06-27 14:26:00,2022-06-28 03:56:00
June,Texas,TRE,System Operations,0,0,2022,2022-06-27 06:21:00,2022-06-27 07:26:00
June,Texas,TRE,System Operations,0,0,2022,2022-06-28 09:27:00,2022-06-28 10:42:00
June,Kentucky,SERC,Suspicious Activity,0,0,2022,2022-06-28 09:39:00,2022-06-28 09:40:00
June,Michigan,RF,System Operations,0,0,2022,2022-06-30 19:58:00,2022-06-30 20:50:00
July,California,WECC,Vandalism,20,0,2022,2022-07-01 11:45:00,
July,California,WECC,Vandalism,0,0,2022,2022-07-03 10:30:00,2022-07-03 10:40:00
July,Oklahoma,MRO,Vandalism,0,0,2022,2022-07-03 05:18:00,2022-07-03 08:24:00
July,California,WECC,Actual Physical Attack,Unknown,1079,2022,2022-07-03 11:02:00,
July,California,WECC,System Operations,3,3001,2022,2022-07-04 18:21:00,
July,Washington,WECC,Actual Physical Attack,0,0,2022,2022-07-05 08:00:00,2022-07-05 08:06:00
July,Iowa,RF/SERC,System Operations,0,0,2022,2022-07-05 20:46:00,2022-07-05 21:40:00
July,Ohio,RF/SERC,Severe Weather/Transmission Interruption,Unknown,104700,2022,2022-07-06 14:39:00,2022-07-07 03:54:00
July,Virginia,SERC,Suspicious Activity,0,0,2022,2022-07-06 16:23:00,2022-07-06 16:35:00
July,Kentucky,SERC,Vandalism,0,0,2022,2022-07-06 06:18:00,2022-07-06 06:19:00
July,Utah,WECC,Vandalism,0,0,2022,2022-07-06 12:40:00,2022-07-06 12:41:00
July,Oklahoma,MRO,Actual Physical Attack,25,4836,2022,2022-07-06 01:58:00,
July,Louisiana,SERC,System Operations,Unknown,4724,2022,2022-07-09 02:47:00,2022-07-09 02:59:00
July,Texas,TRE,System Operations,Unknown,Unknown,2022,2022-07-10 21:00:00,2022-07-11 20:00:00
July,California,WECC,Vandalism,2,0,2022,2022-07-11 10:20:00,
July,Maryland,RF,Severe Weather,800,165000,2022,2022-07-12 16:00:00,
July,Washington,WECC,Actual Physical Attack,0,0,2022,2022-07-12 10:45:00,2022-07-12 11:00:00
July,Washington,RF,Severe Weather,Unknown,50200,2022,2022-07-12 18:00:00,2022-07-12 22:00:00
July,Texas,TRE,System Operations,Unknown,Unknown,2022,2022-07-13 11:30:00,2022-07-13 21:00:00
July,Colorado,WECC,Vandalism,0,0,2022,2022-07-13 10:00:00,2022-07-13 13:00:00
July,Nebraska,MRO,Actual Physical Attack,0,0,2022,2022-07-15 07:10:00,2022-07-15 07:11:00
July,South Carolina,SERC,Fuel Supply Deficiency,4500,0,2022,2022-07-18 09:15:00,
July,Oregon,WECC,Vandalism,0,0,2022,2022-07-18 13:09:00,2022-07-18 13:11:00
July,Florida,SERC,System Operations,0,0,2022,2022-07-19 15:42:00,2022-07-19 16:12:00
July,Florida,SERC,System Operations,0,0,2022,2022-07-19 15:42:00,2022-07-19 16:12:00
July,Michigan,RF,Severe Weather,Unknown,93750,2022,2022-07-23 20:45:00,2022-07-24 11:30:00
July,Pennsylvania,RF,Transmission Interruption,0,0,2022,2022-07-25 00:38:00,2022-07-25 13:46:00
July,Texas,TRE,System Operations,0,0,2022,2022-07-26 06:38:00,2022-07-26 12:57:00
July,California,WECC,Suspicious Activity,Unknown,Unknown,2022,2022-07-26 04:20:00,2022-07-26 04:57:00
July,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-07-26 21:00:00,2022-07-26 21:20:00
July,California,WECC,Actual Physical Attack,0,0,2022,2022-07-28 19:25:00,2022-07-28 22:41:00
July,Pennsylvania,RF,Suspicious Activity,0,0,2022,2022-07-29 02:00:00,2022-07-29 02:01:00
July,California,WECC,System Operations,0,0,2022,2022-07-30 19:35:00,2022-08-01 13:17:00
July,New York,NPCC,System Operations,0,0,2022,2022-07-31 06:36:00,2022-07-31 07:13:00
August,Georgia,SERC,Vandalism,0,0,2022,2022-08-01 09:44:00,2022-08-01 09:45:00
August,California,WECC,Actual Physical Attack,0,0,2022,2022-08-01 08:03:00,2022-08-01 09:00:00
August,Texas,TRE,Suspicious Activity,0,0,2022,2022-08-03 02:00:00,2022-08-03 03:07:00
August,Minnesota,MRO/RF,Severe Weather,Unknown,80000,2022,2022-08-03 02:30:00,
August,Michigan,RF,Severe Weather,Unknown,71000,2022,2022-08-03 19:00:00,2022-08-05 08:53:00
August,Michigan,RF,Severe Weather,Unknown,91264,2022,2022-08-03 17:00:00,2022-08-03 20:30:00
August,Maryland,RF,Severe Weather,Unknown,75500,2022,2022-08-04 18:00:00,2022-08-05 02:00:00
August,Washington,WECC,Vandalism,0,0,2022,2022-08-05 14:52:00,2022-08-05 16:41:00
August,Washington,WECC,Actual Physical Attack,3,350,2022,2022-08-05 02:00:00,2022-08-05 06:30:00
August,Washington,WECC,Vandalism,0,0,2022,2022-08-09 15:18:00,2022-08-09 15:19:00
August,Ohio,RF,System Operations,Unknown,62464,2022,2022-08-09 16:42:00,2022-08-09 22:12:00
August,Missouri,SERC,System Operations,0,0,2022,2022-08-09 02:29:00,2022-08-09 03:00:00
August,Florida,SERC,System Operations,0,0,2022,2022-08-09 12:12:00,2022-08-09 13:08:00
August,Florida,SERC,System Operations,0,0,2022,2022-08-09 12:12:00,2022-08-09 13:08:00
August,Arkansas,SERC,Severe Weather,24,0,2022,2022-08-10 01:25:00,2022-08-10 01:30:00
August,Alabama,SERC,Vandalism,0,0,2022,2022-08-10 15:00:00,2022-08-10 15:01:00
August,Texas,TRE,Severe Weather,Unknown,140464,2022,2022-08-10 19:56:00,2022-08-11 20:00:00
August,Georgia,SERC,Vandalism,0,0,2022,2022-08-12 14:46:00,2022-08-12 14:47:00
August,Wyoming,WECC/MRO,Transmission Interruption,0,5000,2022,2022-08-15 23:43:00,2022-08-16 07:14:00
August,Nevada,WECC,Vandalism,0,0,2022,2022-08-15 09:08:00,2022-08-15 09:10:00
August,New Jersey,RF,Transmission Interruption,Unknown,0,2022,2022-08-15 10:24:00,2022-08-15 12:49:00
August,Ohio,RF,System Operations,Unknown,Unknown,2022,2022-08-18 18:05:00,2022-08-18 21:39:00
August,Massachusetts,NPCC,Actual Physical Attack,0,0,2022,2022-08-19 17:40:00,2022-08-19 17:41:00
August,Washington,WECC,Cyber Event,0,0,2022,2022-08-19 22:00:00,2022-08-20 11:30:00
August,California,WECC,Vandalism,0,0,2022,2022-08-22 09:47:00,2022-08-22 09:48:00
August,Texas,TRE,System Operations,24,6385,2022,2022-08-22 12:46:00,2022-08-22 13:09:00
August,Texas,TRE,Severe Weather,0,0,2022,2022-08-22 20:40:00,2022-08-22 21:57:00
August,California,WECC,Vandalism,0,0,2022,2022-08-24 14:20:00,2022-08-24 14:21:00
August,California,WECC,Vandalism,0,0,2022,2022-08-25 00:59:00,2022-08-25 01:00:00
August,California,WECC,Vandalism,0,0,2022,2022-08-25 00:59:00,2022-08-25 01:00:00
August,California,WECC,Vandalism,0,0,2022,2022-08-26 11:09:00,2022-08-26 11:10:00
August,Maine,NPCC,System Operations,0,0,2022,2022-08-27 02:21:00,2022-08-27 19:14:00
August,New York,NPCC,System Operations,0,0,2022,2022-08-28 04:59:00,2022-08-28 06:06:00
August,Michigan,RF,Severe Weather,Unknown,197740,2022,2022-08-29 15:00:00,2022-09-01 09:00:00
August,Michigan,RF,Severe Weather,Unknown,Unknown,2022,2022-08-29 17:50:00,
August,Texas,TRE,Suspicious Activity,0,0,2022,2022-08-29 10:45:00,2022-08-29 11:45:00
August,Florida,SERC,Vandalism,10,3000,2022,2022-08-31 09:58:00,2022-08-31 12:15:00
September,California,WECC,Severe Weather,242,44000,2022,2022-09-01 15:00:00,2022-09-01 21:00:00
September,Texas,TRE,Severe Weather,Unknown,190000,2022,2022-09-04 16:00:00,2022-09-06 08:00:00
September,California,WECC,Cyber Event,0,0,2022,2022-09-04 18:50:00,2022-09-05 02:45:00
September,California,WECC,System Operations,Unknown,0,2022,2022-09-05 06:05:00,2022-09-05 21:00:00
September,California,WECC,Vandalism,0,0,2022,2022-09-06 16:30:00,2022-09-07 00:30:00
September,Texas,TRE,Suspicious Activity,0,0,2022,2022-09-06 06:00:00,2022-09-06 06:22:00
September,California,WECC,System Operations,Unknown,0,2022,2022-09-06 10:34:00,2022-09-06 21:00:00
September,California,WECC,Severe Weather,272,44000,2022,2022-09-06 16:00:00,2022-09-06 21:00:00
September,Idaho,WECC,System Operations,Unknown,Unknown,2022,2022-09-06 19:20:00,2022-09-06 21:01:00
September,Nevada,WECC,System Operations,8800,1300000,2022,2022-09-06 17:00:00,2022-09-06 20:00:00
September,Florida,SERC,Cyber Event,0,0,2022,2022-09-07 13:45:00,2022-09-07 19:00:00
September,California,WECC,System Operations,Unknown,0,2022,2022-09-07 11:31:00,2022-09-07 21:00:00
September,California,WECC,Vandalism,0,0,2022,2022-09-07 13:00:00,
September,Nevada,WECC,System Operations,8600,1300000,2022,2022-09-07 17:00:00,2022-09-07 20:00:00
September,California,WECC,Severe Weather,257,44000,2022,2022-09-07 16:00:00,2022-09-07 21:00:00
September,California,WECC,System Operations,Unknown,0,2022,2022-09-08 10:52:00,2022-09-09 21:00:00
September,California,WECC,Severe Weather,258,44000,2022,2022-09-08 11:54:00,2022-09-08 21:00:00
September,Nevada,WECC,System Operations,8250,1300000,2022,2022-09-08 17:00:00,2022-09-08 20:00:00
September,California,WECC,Severe Weather,257,44000,2022,2022-09-09 16:00:00,2022-09-09 21:00:00
September,Indiana,RF,Suspicious Activity,Unknown,Unknown,2022,2022-09-10 22:30:00,2022-09-10 22:31:00
September,Texas,TRE,Transmission Interruption,0,0,2022,2022-09-11 18:19:00,2022-09-11 22:28:00
September,Texas,TRE,Severe Weather,0,0,2022,2022-09-13 19:55:00,2022-09-13 20:01:00
September,Texas,TRE,Transmission Interruption,0,0,2022,2022-09-15 19:52:00,2022-09-15 21:31:00
September,Oregon,WECC,Transmission Interruption,0,0,2022,2022-09-16 18:30:00,2022-09-16 23:15:00
September,Utah,WECC,Suspicious Activity,0,0,2022,2022-09-16 18:00:00,2022-09-16 18:01:00
September,Texas,TRE/SERC,Vandalism,Unknown,1521,2022,2022-09-21 16:19:00,2022-09-21 18:01:00
September,Florida,SERC,Vandalism,Unknown,Unknown,2022,2022-09-22 03:58:00,2022-09-22 04:00:00
September,California,WECC,Vandalism,1,0,2022,2022-09-22 10:02:00,2022-09-22 11:00:00
September,California,WECC,Vandalism,2,0,2022,2022-09-23 10:10:00,2022-09-23 11:00:00
September,California,WECC,Vandalism,1,0,2022,2022-09-27 08:42:00,2022-09-27 10:00:00
September,Florida,SERC,Severe Weather,Unknown,676000,2022,2022-09-28 15:00:00,2022-10-03 15:53:00
September,Florida,SERC,Severe Weather,1000,116937,2022,2022-09-28 18:00:00,2022-09-30 15:20:00
September,Florida,SERC,Severe Weather,750,291361,2022,2022-09-28 15:00:00,
September,Florida,SERC,Severe Weather,0,0,2022,2022-09-29 04:00:00,2022-10-03 00:00:00
September,Florida,SERC,Severe Weather,150,15797,2022,2022-09-29 03:27:00,
September,North Carolina,SERC,Severe Weather,Unknown,154100,2022,2022-09-30 18:30:00,2022-10-01 18:36:00
September,South Carolina,SERC,Severe Weather,Unknown,108930,2022,2022-09-30 13:46:00,2022-09-30 18:09:00
September,North Carolina,SERC,Severe Weather,Unknown,48323,2022,2022-09-30 02:45:00,2022-10-01 16:15:00
September,California,WECC,Vandalism,2,0,2022,2022-09-30 11:00:00,2022-09-30 12:00:00
October,Alabama,SERC,Suspicious Activity,0,0,2022,2022-10-03 06:00:00,2022-10-04 07:00:00
October,California,WECC,Vandalism,1,0,2022,2022-10-03 13:45:00,2022-10-03 14:30:00
October,New York,NPCC,Suspicious Activity,100,0,2022,2022-10-08 16:23:00,2022-10-08 16:50:00
October,Texas,TRE/SERC,Vandalism,Unknown,0,2022,2022-10-10 15:50:00,2022-10-10 16:05:00
October,California,WECC,Vandalism,1,0,2022,2022-10-13 10:00:00,2022-10-13 11:00:00
October,Connecticut,NPCC,Severe Weather,Unknown,76388,2022,2022-10-14 13:15:00,2022-10-14 17:45:00
October,Texas,RE ,Cyber Event,0,0,2022,2022-10-14 13:30:00,
October,Arizona,WECC,System Operations,0,0,2022,2022-10-15 09:52:00,2022-10-15 10:23:00
October,Louisiana,SERC,System Operations,69,16225,2022,2022-10-15 20:04:00,2022-10-18 16:03:00
October,Texas,TRE/SERC,Vandalism,Unknown,Unknown,2022,2022-10-18 15:12:00,
