Month,Area_Affected,Event_Type,Demand_Loss_(MW),Number_of_Customers_Affected,Date_Time_Event_Began,Date_Time_Restoration,Event_Duration_(hours),Year
January,Georgia,Severe Weather,283.0,40885.0,2022-01-03 01:00:00,2022-01-03 14:00:00,13.0,2022
January,Massachusetts,System Operations,0.0,0.0,2022-01-05 12:32:00,2022-01-05 12:45:00,0.22,2022
January,Florida,Vandalism,0.0,0.0,2022-01-08 02:20:00,2022-01-12 07:40:00,101.33,2022
January,New Hampshire,Suspicious Activity,0.0,0.0,2022-01-08 18:07:00,2022-01-08 22:26:00,4.32,2022
January,Texas,System Operations,0.0,0.0,2022-01-08 02:56:00,2022-01-08 03:03:00,0.12,2022
January,Mississippi,System Operations,,,2022-01-09 18:08:00,,,2022
January,Indiana,System Operations,,,2022-01-12 09:20:00,2022-01-12 10:25:00,1.08,2022
January,Massachusetts,Suspicious Activity,0.0,0.0,2022-01-13 16:00:00,2022-01-13 16:01:00,0.02,2022
January,Pennsylvania,Suspicious Activity,0.0,0.0,2022-01-14 13:50:00,2022-01-14 14:13:00,0.38,2022
January,Texas,Transmission Interruption,0.0,0.0,2022-01-14 08:34:00,2022-01-14 08:42:00,0.13,2022
January,New York,Suspicious Activity,0.0,0.0,2022-01-15 14:09:00,2022-01-15 14:28:00,0.32,2022
January,North Carolina,Severe Weather,,51289.0,2022-01-16 12:05:00,2022-01-17 08:45:00,20.67,2022
January,North Carolina,Severe Weather,,74638.0,2022-01-16 13:15:00,2022-01-16 17:15:00,4.0,2022
January,Georgia,Severe Weather,436.0,61113.0,2022-01-16 05:15:00,2022-01-17 00:06:00,18.85,2022
January,Texas,Cyber Event,0.0,0.0,2022-01-18 22:22:00,2022-01-18 22:23:00,0.02,2022
January,Maine,System Operations,0.0,0.0,2022-01-19 14:35:00,2022-01-19 16:02:00,1.45,2022
January,Mississippi,Severe Weather,0.0,0.0,2022-01-20 19:57:00,2022-01-21 05:30:00,9.55,2022
January,Maine,System Operations,0.0,0.0,2022-01-20 09:00:00,2022-01-20 09:59:00,0.98,2022
January,Pennsylvania,Suspicious Activity,0.0,0.0,2022-01-23 00:37:00,2022-01-23 00:42:00,0.08,2022
January,Washington,System Operations,0.0,0.0,2022-01-24 10:27:00,2022-01-24 10:51:00,0.4,2022
January,New York,Sabotage,0.0,0.0,2022-01-24 11:50:00,2022-01-24 16:00:00,4.17,2022
January,Florida,System Operations,0.0,0.0,2022-01-26 13:37:00,2022-01-26 14:15:00,0.63,2022
January,Nevada,Vandalism,0.0,0.0,2022-01-27 11:30:00,2022-01-27 11:31:00,0.02,2022
January,Colorado,Transmission Interruption,0.0,0.0,2022-01-28 15:41:00,2022-01-28 21:30:00,5.82,2022
January,Connecticut,Severe Weather,120.0,12000.0,2022-01-29 08:45:00,2022-01-30 01:00:00,16.25,2022
January,Nebraska,System Operations,0.0,0.0,2022-01-30 20:41:00,2022-01-31 00:42:00,4.02,2022
January,West Virginia,Suspicious Activity,0.0,0.0,2022-01-31 19:58:00,2022-01-31 20:10:00,0.2,2022
February,California,System Operations,10.0,8124.0,2022-02-01 12:13:00,2022-02-01 12:25:00,0.2,2022
February,Tennessee,Severe Weather/Transmission Interruption,,255000.0,2022-02-03 10:00:00,2022-02-07 20:00:00,106.0,2022
February,Ohio,Severe Weather/Transmission Interruption,,51000.0,2022-02-03 12:56:00,2022-02-04 20:30:00,31.57,2022
February,Ohio,Severe Weather/Transmission Interruption,,51000.0,2022-02-03 12:56:00,,,2022
February,Texas,Transmission Interruption,,,2022-02-04 18:21:00,2022-02-04 22:00:00,3.65,2022
February,New York,Severe Weather/Transmission Interruption,,67404.0,2022-02-04 13:10:00,,,2022
February,New York,Vandalism,0.0,0.0,2022-02-09 07:00:00,2022-02-09 09:00:00,2.0,2022
February,California,Vandalism,,,2022-02-12 16:29:00,2022-02-12 16:30:00,0.02,2022
February,Rhode Island,Suspicious Activity,0.0,0.0,2022-02-17 10:30:00,2022-02-17 10:31:00,0.02,2022
February,Louisiana,System Operations,80.0,0.0,2022-02-17 00:09:00,2022-02-17 07:36:00,7.45,2022
February,Connecticut,Severe Weather,7.0,7047.0,2022-02-18 07:10:00,2022-02-18 16:25:00,9.25,2022
February,Texas,Suspicious Activity,0.0,0.0,2022-02-22 11:10:00,2022-02-22 12:15:00,1.08,2022
February,Texas,Transmission Interruption,3.0,1405.0,2022-02-24 10:25:00,2022-02-24 10:31:00,0.1,2022
February,California,System Operations,246.0,0.0,2022-02-24 01:09:00,2022-02-24 02:59:00,1.83,2022
February,Texas,System Operations,0.0,0.0,2022-02-25 09:31:00,2022-02-25 13:09:00,3.63,2022
February,Washington,Actual Physical Attack,0.0,0.0,2022-02-26 11:15:00,2022-02-26 17:00:00,5.75,2022
February,Texas,Vandalism,0.0,0.0,2022-02-28 09:25:00,2022-02-28 09:26:00,0.02,2022
March,Indiana,System Operations,0.0,0.0,2022-03-01 13:43:00,2022-03-01 13:47:00,0.07,2022
March,North Carolina,System Operations,0.0,0.0,2022-03-02 09:26:00,2022-03-02 10:05:00,0.65,2022
March,Illinois,System Operations,0.0,0.0,2022-03-05 22:58:00,2022-03-06 19:38:00,20.67,2022
March,Texas,Cyber Event,0.0,0.0,2022-03-06 02:30:00,2022-03-06 17:00:00,14.5,2022
March,Georgia,System Operations,48.0,5855.0,2022-03-08 13:50:00,2022-03-08 14:39:00,0.82,2022
March,Nebraska,Transmission Interruption,0.0,0.0,2022-03-10 08:51:00,2022-03-10 15:15:00,6.4,2022
March,Texas,Suspicious Activity,0.0,0.0,2022-03-11 06:35:00,2022-03-11 07:00:00,0.42,2022
March,Alabama,Severe Weather,139.0,19380.0,2022-03-12 08:33:00,,,2022
March,Minnesota,Vandalism,0.0,0.0,2022-03-13 22:15:00,2022-03-13 22:38:00,0.38,2022
March,Texas,Vandalism,0.0,0.0,2022-03-14 09:30:00,2022-03-14 10:45:00,1.25,2022
March,New Jersey,Suspicious Activity,,,2022-03-14 15:45:00,,,2022
March,California,Vandalism,10.0,3958.0,2022-03-15 18:53:00,2022-03-15 20:33:00,1.67,2022
March,Maine,System Operations,0.0,0.0,2022-03-15 11:11:00,2022-03-15 11:47:00,0.6,2022
March,California,Vandalism,0.0,0.0,2022-03-16 11:28:00,2022-03-16 11:29:00,0.02,2022
March,North Carolina,Actual Physical Attack/Vandalism,0.0,0.0,2022-03-17 12:59:00,,,2022
March,Florida,Transmission Interruption,78.0,20423.0,2022-03-18 16:32:00,,,2022
March,Minnesota,System Operations,0.0,0.0,2022-03-20 17:52:00,2022-03-20 22:20:00,4.47,2022
March,Texas,Severe Weather,,170000.0,2022-03-21 19:00:00,2022-03-24 00:00:00,53.0,2022
March,Maryland,Suspicious Activity,0.0,0.0,2022-03-22 21:04:00,2022-03-22 21:08:00,0.07,2022
March,South Dakota,Transmission Interruption,0.0,0.0,2022-03-22 00:06:00,2022-03-22 04:29:00,4.38,2022
March,Maine,System Operations,0.0,0.0,2022-03-25 20:46:00,2022-03-25 22:48:00,2.03,2022
March,California,Vandalism,0.0,0.0,2022-03-29 11:45:00,,,2022
March,Vermont,Vandalism,0.0,0.0,2022-03-29 16:34:00,2022-03-30 15:25:00,22.85,2022
March,Louisiana,Severe Weather,,66448.0,2022-03-30 15:45:00,,,2022
March,Michigan,Severe Weather,60.0,70000.0,2022-03-31 08:59:00,2022-04-01 19:30:00,34.52,2022
March,Montana,Cyber Event,0.0,0.0,2022-03-31 22:43:00,,,2022
March,Georgia,Severe Weather,157.0,22000.0,2022-03-31 00:04:00,2022-03-31 09:20:00,9.27,2022
April,Missouri,System Operations,73.0,16299.0,2022-04-05 04:40:00,2022-04-05 17:21:00,12.68,2022
April,Arkansas,System Operations,5.0,,2022-04-10 15:41:00,2022-04-10 15:50:00,0.15,2022
April,Arkansas,System Operations,5.0,,2022-04-10 15:41:00,2022-04-10 15:50:00,0.15,2022
April,Oregon,Severe Weather,3140.0,73717.0,2022-04-11 09:15:00,2022-04-13 08:00:00,46.75,2022
April,California,Actual Physical Attack,2.0,1337.0,2022-04-11 21:37:00,2022-04-11 22:14:00,0.62,2022
April,Maryland,Suspicious Activity,0.0,0.0,2022-04-11 20:33:00,2022-04-11 20:40:00,0.12,2022
April,Maryland,Suspicious Activity,0.0,0.0,2022-04-11 20:33:00,2022-04-11 20:40:00,0.12,2022
April,Arkansas,Actual Physical Attack,0.0,0.0,2022-04-12 17:42:00,2022-04-12 18:38:00,0.93,2022
April,Louisiana,System Operations,7.0,2429.0,2022-04-13 22:04:00,2022-04-14 00:02:00,1.97,2022
April,California,Transmission Interruption,164.0,262268.0,2022-04-14 05:59:00,2022-04-14 06:13:00,0.23,2022
April,Missouri,Generation Inadequacy,0.0,0.0,2022-04-16 12:17:00,,,2022
April,Iowa,System Operations,0.0,0.0,2022-04-16 11:08:00,,,2022
April,Washington,Suspicious Activity,0.0,0.0,2022-04-16 10:45:00,,,2022
April,California,System Operations,9290.0,,2022-04-16 17:44:00,,,2022
April,California,System Operations,0.0,0.0,2022-04-16 05:30:00,2022-04-16 11:38:00,6.13,2022
April,Pennsylvania,Suspicious Activity,0.0,0.0,2022-04-16 22:55:00,2022-04-16 22:57:00,0.03,2022
April,New York,Severe Weather,,97000.0,2022-04-19 06:00:00,,,2022
April,Connecticut,Severe Weather,,67754.0,2022-04-19 08:41:00,2022-04-19 12:10:00,3.48,2022
April,New York,Severe Weather,,84033.0,2022-04-19 04:07:00,,,2022
April,North Dakota,Severe Weather,1000.0,,2022-04-22 23:00:00,2022-04-24 16:00:00,41.0,2022
April,North Dakota,Severe Weather,,,2022-04-22 23:16:00,2022-04-24 16:00:00,40.73,2022
April,North Dakota,Severe Weather,480.0,18430.0,2022-04-23 15:38:00,2022-04-24 04:00:00,12.37,2022
April,Iowa,Severe Weather,43.0,22400.0,2022-04-23 19:42:00,2022-04-24 16:17:00,20.58,2022
April,Minnesota,Vandalism,17.0,0.0,2022-04-26 14:27:00,,,2022
April,California,Vandalism,0.0,0.0,2022-04-26 08:54:00,2022-04-26 08:55:00,0.02,2022
April,Ohio,Suspicious Activity,,,2022-04-27 09:00:00,2022-04-27 09:01:00,0.02,2022
April,North Carolina,System Operations,74.0,,2022-04-28 07:56:00,2022-04-28 08:48:00,0.87,2022
April,New Mexico,Suspicious Activity,0.0,0.0,2022-04-28 15:45:00,,,2022
April,California,Vandalism,0.0,0.0,2022-04-29 07:05:00,2022-04-29 07:06:00,0.02,2022
May,California,Vandalism,,0.0,2022-05-02 14:24:00,2022-05-02 14:25:00,0.02,2022
May,New Hampshire,Vandalism,0.0,0.0,2022-05-03 06:42:00,2022-05-03 13:59:00,7.28,2022
May,Louisiana,Actual Physical Attack,0.0,0.0,2022-05-03 00:17:00,2022-05-04 12:00:00,35.72,2022
May,Michigan,System Operations,,0.0,2022-05-04 14:07:00,2022-05-05 01:57:00,11.83,2022
May,Arkansas,Transmission Interruption,,0.0,2022-05-05 13:06:00,2022-05-05 14:06:00,1.0,2022
May,Michigan,Fuel Supply Deficiency,0.0,0.0,2022-05-06 03:02:00,2022-05-06 03:34:00,0.53,2022
May,Texas,Vandalism,0.0,0.0,2022-05-09 16:25:00,2022-05-09 17:10:00,0.75,2022
May,Texas,Vandalism,0.0,0.0,2022-05-09 16:25:00,2022-05-09 17:10:00,0.75,2022
May,Minnesota,Severe Weather,,105000.0,2022-05-11 18:00:00,2022-05-11 22:42:00,4.7,2022
May,Iowa,Vandalism,0.0,0.0,2022-05-11 10:00:00,2022-05-11 10:01:00,0.02,2022
May,South Dakota,Transmission Interruption,,,2022-05-12 16:50:00,2022-05-13 02:48:00,9.97,2022
May,Mississippi,Actual Physical Attack/Vandalism,0.0,0.0,2022-05-12 14:58:00,2022-05-12 14:59:00,0.02,2022
May,Mississippi,Actual Physical Attack/Vandalism,0.0,0.0,2022-05-12 14:58:00,2022-05-12 14:59:00,0.02,2022
May,Texas,Suspicious Activity,0.0,0.0,2022-05-12 01:00:00,2022-05-12 01:10:00,0.17,2022
May,Missouri,Transmission Interruption,800.0,0.0,2022-05-12 10:44:00,2022-05-12 13:34:00,2.83,2022
May,Texas,System Operations,0.0,0.0,2022-05-14 15:05:00,2022-05-14 16:30:00,1.42,2022
May,Texas,Severe Weather,,150000.0,2022-05-15 23:30:00,2022-05-17 23:45:00,48.25,2022
May,Pennsylvania,Suspicious Activity,0.0,0.0,2022-05-15 21:00:00,2022-05-15 21:10:00,0.17,2022
May,Pennsylvania,Suspicious Activity,0.0,0.0,2022-05-15 21:00:00,2022-05-15 21:10:00,0.17,2022
May,California,Vandalism,0.0,0.0,2022-05-16 05:00:00,2022-05-16 05:01:00,0.02,2022
May,Arizona,System Operations,0.0,0.0,2022-05-16 16:03:00,2022-05-16 19:32:00,3.48,2022
May,New Mexico,Transmission Interruption,25.0,,2022-05-17 12:10:00,,,2022
May,New Mexico,Fuel Supply Deficiency,560.0,0.0,2022-05-18 17:00:00,2022-05-31 12:00:00,307.0,2022
May,Idaho,Vandalism,0.0,0.0,2022-05-18 11:00:00,2022-05-18 16:34:00,5.57,2022
May,Pennsylvania,Suspicious Activity,0.0,0.0,2022-05-18 15:30:00,2022-05-18 16:30:00,1.0,2022
May,New York,Transmission Interruption,0.0,0.0,2022-05-20 17:26:00,2022-05-20 17:33:00,0.12,2022
May,New York,Suspicious Activity,0.0,0.0,2022-05-20 08:48:00,,,2022
May,Missouri,Actual Physical Attack,0.0,0.0,2022-05-21 21:53:00,2022-05-22 00:28:00,2.58,2022
May,Texas,Severe Weather,,52172.0,2022-05-22 02:30:00,2022-05-22 18:52:00,16.37,2022
May,Maine,System Operations,0.0,0.0,2022-05-22 22:40:00,2022-05-22 23:16:00,0.6,2022
May,California,Actual Physical Attack,0.0,0.0,2022-05-25 06:42:00,2022-05-25 06:43:00,0.02,2022
May,Arizona,System Operations,0.0,0.0,2022-05-27 07:56:00,2022-05-27 08:38:00,0.7,2022
May,Ohio,Suspicious Activity,0.0,0.0,2022-05-27 05:19:00,2022-05-27 06:00:00,0.68,2022
May,Pennsylvania,Transmission Interruption,0.0,0.0,2022-05-29 16:41:00,2022-05-31 11:29:00,42.8,2022
May,Pennsylvania,System Operations,0.0,0.0,2022-05-29 01:18:00,2022-05-29 01:50:00,0.53,2022
May,California,System Operations,0.0,0.0,2022-05-30 14:10:00,2022-05-31 05:58:00,15.8,2022
May,Texas,Vandalism,0.0,0.0,2022-05-31 13:58:00,2022-05-31 13:59:00,0.02,2022
June,Utah,Vandalism,0.0,0.0,2022-06-01 10:47:00,2022-06-01 10:48:00,0.02,2022
June,California,Vandalism,0.0,0.0,2022-06-02 08:20:00,,,2022
June,Georgia,Vandalism,0.0,0.0,2022-06-03 03:48:00,2022-06-03 03:49:00,0.02,2022
June,Texas,Generation Inadequacy,0.0,0.0,2022-06-04 12:59:00,2022-06-05 02:15:00,13.27,2022
June,California,Generation Inadequacy,,,2022-06-05 15:20:00,2022-06-05 20:12:00,4.87,2022
June,California,System Operations,13.0,4000.0,2022-06-06 10:21:00,2022-06-06 10:24:00,0.05,2022
June,Missouri,Severe Weather/Transmission Interruption,,91188.0,2022-06-08 01:00:00,2022-06-08 06:00:00,5.0,2022
June,Kansas,Severe Weather,,62000.0,2022-06-08 00:00:00,2022-06-08 04:00:00,4.0,2022
June,Missouri,Severe Weather/Distribution Interruption,,60000.0,2022-06-08 01:00:00,2022-06-08 04:00:00,3.0,2022
June,Texas,Suspicious Activity,0.0,0.0,2022-06-09 02:33:00,2022-06-09 06:49:00,4.27,2022
June,Oregon,Vandalism,0.0,0.0,2022-06-09 07:00:00,2022-06-09 07:05:00,0.08,2022
June,Texas,Actual Physical Attack/Vandalism,0.0,0.0,2022-06-10 12:08:00,2022-06-10 21:30:00,9.37,2022
June,California,System Operations,100.0,39094.0,2022-06-10 20:27:00,2022-06-10 21:30:00,1.05,2022
June,California,System Operations,100.0,,2022-06-10 20:20:00,2022-06-10 20:28:00,0.13,2022
June,California,System Operations,13437.0,445.0,2022-06-10 08:45:00,,,2022
June,Ohio,Severe Weather/Transmission Interruption,14000.0,100000.0,2022-06-12 23:30:00,2022-06-13 23:30:00,24.0,2022
June,Ohio,Severe Weather/Transmission Interruption,,162551.0,2022-06-13 18:00:00,2022-06-14 18:15:00,24.25,2022
June,Michigan,System Operations,0.0,0.0,2022-06-13 23:54:00,2022-06-14 00:45:00,0.85,2022
June,Ohio,System Operations,373.0,,2022-06-14 13:46:00,,,2022
June,Washington,Actual Physical Attack/Vandalism,0.0,0.0,2022-06-14 00:00:00,2022-06-14 06:00:00,6.0,2022
June,Wisconsin,Severe Weather,90.0,57000.0,2022-06-15 21:00:00,,,2022
June,Michigan,System Operations,0.0,0.0,2022-06-15 10:45:00,2022-06-15 13:45:00,3.0,2022
June,North Carolina,Severe Weather,,77908.0,2022-06-16 16:31:00,2022-06-16 20:07:00,3.6,2022
June,Washington,Suspicious Activity,35.0,7500.0,2022-06-16 03:51:00,2022-06-16 06:30:00,2.65,2022
June,North Carolina,Severe Weather,,44000.0,2022-06-17 18:45:00,2022-06-18 13:32:00,18.78,2022
June,West Virginia,Severe Weather,,150000.0,2022-06-17 17:30:00,2022-06-19 21:15:00,51.75,2022
June,North Carolina,Severe Weather,,91056.0,2022-06-17 17:37:00,2022-06-18 00:54:00,7.28,2022
June,Illinois,Severe Weather,,80000.0,2022-06-17 06:02:00,,,2022
June,Minnesota,System Operations,0.0,15604.0,2022-06-20 12:54:00,2022-06-20 14:23:00,1.48,2022
June,Virginia,Severe Weather/Distribution Interruption,,100000.0,2022-06-22 16:56:00,2022-06-23 02:00:00,9.07,2022
June,New Jersey,Suspicious Activity,0.0,0.0,2022-06-23 12:41:00,2022-06-23 13:41:00,1.0,2022
June,California,Fuel Supply Deficiency,0.0,0.0,2022-06-23 10:55:00,,,2022
June,Louisiana,Fuel Supply Deficiency,,,2022-06-24 23:09:00,2022-06-25 00:00:00,0.85,2022
June,Nevada,Vandalism,0.0,0.0,2022-06-26 17:05:00,2022-06-26 22:42:00,5.62,2022
June,Michigan,System Operations,0.0,0.0,2022-06-27 17:07:00,2022-06-28 01:42:00,8.58,2022
June,Texas,Severe Weather,14.0,2491.0,2022-06-27 14:26:00,2022-06-28 03:56:00,13.5,2022
June,Texas,System Operations,0.0,0.0,2022-06-27 06:21:00,2022-06-27 07:26:00,1.08,2022
June,Texas,System Operations,0.0,0.0,2022-06-28 09:27:00,2022-06-28 10:42:00,1.25,2022
June,Kentucky,Suspicious Activity,0.0,0.0,2022-06-28 09:39:00,2022-06-28 09:40:00,0.02,2022
June,Michigan,System Operations,0.0,0.0,2022-06-30 19:58:00,2022-06-30 20:50:00,0.87,2022
July,California,Vandalism,20.0,0.0,2022-07-01 11:45:00,,,2022
July,California,Vandalism,0.0,0.0,2022-07-03 10:30:00,2022-07-03 10:40:00,0.17,2022
July,Oklahoma,Vandalism,0.0,0.0,2022-07-03 05:18:00,2022-07-03 08:24:00,3.1,2022
July,California,Actual Physical Attack,,1079.0,2022-07-03 11:02:00,,,2022
July,California,System Operations,3.0,3001.0,2022-07-04 18:21:00,,,2022
July,Washington,Actual Physical Attack,0.0,0.0,2022-07-05 08:00:00,2022-07-05 08:06:00,0.1,2022
July,Iowa,System Operations,0.0,0.0,2022-07-05 20:46:00,2022-07-05 21:40:00,0.9,2022
July,Ohio,Severe Weather/Transmission Interruption,,104700.0,2022-07-06 14:39:00,2022-07-07 03:54:00,13.25,2022
July,Virginia,Suspicious Activity,0.0,0.0,2022-07-06 16:23:00,2022-07-06 16:35:00,0.2,2022
July,Kentucky,Vandalism,0.0,0.0,2022-07-06 06:18:00,2022-07-06 06:19:00,0.02,2022
July,Utah,Vandalism,0.0,0.0,2022-07-06 12:40:00,2022-07-06 12:41:00,0.02,2022
July,Oklahoma,Actual Physical Attack,25.0,4836.0,2022-07-06 01:58:00,,,2022
July,Louisiana,System Operations,,4724.0,2022-07-09 02:47:00,2022-07-09 02:59:00,0.2,2022
July,Texas,System Operations,,,2022-07-10 21:00:00,2022-07-11 20:00:00,23.0,2022
July,California,Vandalism,2.0,0.0,2022-07-11 10:20:00,,,2022
July,Maryland,Severe Weather,800.0,165000.0,2022-07-12 16:00:00,,,2022
July,Washington,Actual Physical Attack,0.0,0.0,2022-07-12 10:45:00,2022-07-12 11:00:00,0.25,2022
July,Washington,Severe Weather,,50200.0,2022-07-12 18:00:00,2022-07-12 22:00:00,4.0,2022
July,Texas,System Operations,,,2022-07-13 11:30:00,2022-07-13 21:00:00,9.5,2022
July,Colorado,Vandalism,0.0,0.0,2022-07-13 10:00:00,2022-07-13 13:00:00,3.0,2022
July,Nebraska,Actual Physical Attack,0.0,0.0,2022-07-15 07:10:00,2022-07-15 07:11:00,0.02,2022
July,South Carolina,Fuel Supply Deficiency,4500.0,0.0,2022-07-18 09:15:00,,,2022
July,Oregon,Vandalism,0.0,0.0,2022-07-18 13:09:00,2022-07-18 13:11:00,0.03,2022
July,Florida,System Operations,0.0,0.0,2022-07-19 15:42:00,2022-07-19 16:12:00,0.5,2022
July,Florida,System Operations,0.0,0.0,2022-07-19 15:42:00,2022-07-19 16:12:00,0.5,2022
July,Michigan,Severe Weather,,93750.0,2022-07-23 20:45:00,2022-07-24 11:30:00,14.75,2022
July,Pennsylvania,Transmission Interruption,0.0,0.0,2022-07-25 00:38:00,2022-07-25 13:46:00,13.13,2022
July,Texas,System Operations,0.0,0.0,2022-07-26 06:38:00,2022-07-26 12:57:00,6.32,2022
July,California,Suspicious Activity,,,2022-07-26 04:20:00,2022-07-26 04:57:00,0.62,2022
July,Pennsylvania,Suspicious Activity,0.0,0.0,2022-07-26 21:00:00,2022-07-26 21:20:00,0.33,2022
July,California,Actual Physical Attack,0.0,0.0,2022-07-28 19:25:00,2022-07-28 22:41:00,3.27,2022
July,Pennsylvania,Suspicious Activity,0.0,0.0,2022-07-29 02:00:00,2022-07-29 02:01:00,0.02,2022
July,California,System Operations,0.0,0.0,2022-07-30 19:35:00,2022-08-01 13:17:00,41.7,2022
July,New York,System Operations,0.0,0.0,2022-07-31 06:36:00,2022-07-31 07:13:00,0.62,2022
August,Georgia,Vandalism,0.0,0.0,2022-08-01 09:44:00,2022-08-01 09:45:00,0.02,2022
August,California,Actual Physical Attack,0.0,0.0,2022-08-01 08:03:00,2022-08-01 09:00:00,0.95,2022
August,Texas,Suspicious Activity,0.0,0.0,2022-08-03 02:00:00,2022-08-03 03:07:00,1.12,2022
August,Minnesota,Severe Weather,,80000.0,2022-08-03 02:30:00,,,2022
August,Michigan,Severe Weather,,71000.0,2022-08-03 19:00:00,2022-08-05 08:53:00,37.88,2022
August,Michigan,Severe Weather,,91264.0,2022-08-03 17:00:00,2022-08-03 20:30:00,3.5,2022
August,Maryland,Severe Weather,,75500.0,2022-08-04 18:00:00,2022-08-05 02:00:00,8.0,2022
August,Washington,Vandalism,0.0,0.0,2022-08-05 14:52:00,2022-08-05 16:41:00,1.82,2022
August,Washington,Actual Physical Attack,3.0,350.0,2022-08-05 02:00:00,2022-08-05 06:30:00,4.5,2022
August,Washington,Vandalism,0.0,0.0,2022-08-09 15:18:00,2022-08-09 15:19:00,0.02,2022
August,Ohio,System Operations,,62464.0,2022-08-09 16:42:00,2022-08-09 22:12:00,5.5,2022
August,Missouri,System Operations,0.0,0.0,2022-08-09 02:29:00,2022-08-09 03:00:00,0.52,2022
August,Florida,System Operations,0.0,0.0,2022-08-09 12:12:00,2022-08-09 13:08:00,0.93,2022
August,Florida,System Operations,0.0,0.0,2022-08-09 12:12:00,2022-08-09 13:08:00,0.93,2022
August,Arkansas,Severe Weather,24.0,0.0,2022-08-10 01:25:00,2022-08-10 01:30:00,0.08,2022
August,Alabama,Vandalism,0.0,0.0,2022-08-10 15:00:00,2022-08-10 15:01:00,0.02,2022
August,Texas,Severe Weather,,140464.0,2022-08-10 19:56:00,2022-08-11 20:00:00,24.07,2022
August,Georgia,Vandalism,0.0,0.0,2022-08-12 14:46:00,2022-08-12 14:47:00,0.02,2022
August,Wyoming,Transmission Interruption,0.0,5000.0,2022-08-15 23:43:00,2022-08-16 07:14:00,7.52,2022
August,Nevada,Vandalism,0.0,0.0,2022-08-15 09:08:00,2022-08-15 09:10:00,0.03,2022
August,New Jersey,Transmission Interruption,,0.0,2022-08-15 10:24:00,2022-08-15 12:49:00,2.42,2022
August,Ohio,System Operations,,,2022-08-18 18:05:00,2022-08-18 21:39:00,3.57,2022
August,Massachusetts,Actual Physical Attack,0.0,0.0,2022-08-19 17:40:00,2022-08-19 17:41:00,0.02,2022
August,Washington,Cyber Event,0.0,0.0,2022-08-19 22:00:00,2022-08-20 11:30:00,13.5,2022
August,California,Vandalism,0.0,0.0,2022-08-22 09:47:00,2022-08-22 09:48:00,0.02,2022
August,Texas,System Operations,24.0,6385.0,2022-08-22 12:46:00,2022-08-22 13:09:00,0.38,2022
August,Texas,Severe Weather,0.0,0.0,2022-08-22 20:40:00,2022-08-22 21:57:00,1.28,2022
August,California,Vandalism,0.0,0.0,2022-08-24 14:20:00,2022-08-24 14:21:00,0.02,2022
August,California,Vandalism,0.0,0.0,2022-08-25 00:59:00,2022-08-25 01:00:00,0.02,2022
August,California,Vandalism,0.0,0.0,2022-08-25 00:59:00,2022-08-25 01:00:00,0.02,2022
August,California,Vandalism,0.0,0.0,2022-08-26 11:09:00,2022-08-26 11:10:00,0.02,2022
August,Maine,System Operations,0.0,0.0,2022-08-27 02:21:00,2022-08-27 19:14:00,16.88,2022
August,New York,System Operations,0.0,0.0,2022-08-28 04:59:00,2022-08-28 06:06:00,1.12,2022
August,Michigan,Severe Weather,,197740.0,2022-08-29 15:00:00,2022-09-01 09:00:00,66.0,2022
August,Michigan,Severe Weather,,,2022-08-29 17:50:00,,,2022
August,Texas,Suspicious Activity,0.0,0.0,2022-08-29 10:45:00,2022-08-29 11:45:00,1.0,2022
August,Florida,Vandalism,10.0,3000.0,2022-08-31 09:58:00,2022-08-31 12:15:00,2.28,2022
September,California,Severe Weather,242.0,44000.0,2022-09-01 15:00:00,2022-09-01 21:00:00,6.0,2022
September,Texas,Severe Weather,,190000.0,2022-09-04 16:00:00,2022-09-06 08:00:00,40.0,2022
September,California,Cyber Event,0.0,0.0,2022-09-04 18:50:00,2022-09-05 02:45:00,7.92,2022
September,California,System Operations,,0.0,2022-09-05 06:05:00,2022-09-05 21:00:00,14.92,2022
September,California,Vandalism,0.0,0.0,2022-09-06 16:30:00,2022-09-07 00:30:00,8.0,2022
September,Texas,Suspicious Activity,0.0,0.0,2022-09-06 06:00:00,2022-09-06 06:22:00,0.37,2022
September,California,System Operations,,0.0,2022-09-06 10:34:00,2022-09-06 21:00:00,10.43,2022
September,California,Severe Weather,272.0,44000.0,2022-09-06 16:00:00,2022-09-06 21:00:00,5.0,2022
September,Idaho,System Operations,,,2022-09-06 19:20:00,2022-09-06 21:01:00,1.68,2022
September,Nevada,System Operations,8800.0,1300000.0,2022-09-06 17:00:00,2022-09-06 20:00:00,3.0,2022
September,Florida,Cyber Event,0.0,0.0,2022-09-07 13:45:00,2022-09-07 19:00:00,5.25,2022
September,California,System Operations,,0.0,2022-09-07 11:31:00,2022-09-07 21:00:00,9.48,2022
September,California,Vandalism,0.0,0.0,2022-09-07 13:00:00,,,2022
September,Nevada,System Operations,8600.0,1300000.0,2022-09-07 17:00:00,2022-09-07 20:00:00,3.0,2022
September,California,Severe Weather,257.0,44000.0,2022-09-07 16:00:00,2022-09-07 21:00:00,5.0,2022
September,California,System Operations,,0.0,2022-09-08 10:52:00,2022-09-09 21:00:00,34.13,2022
September,California,Severe Weather,258.0,44000.0,2022-09-08 11:54:00,2022-09-08 21:00:00,9.1,2022
